symbol,year_label,document_url
HAL,Mar 2013,https://www.bseindia.com/HIS_ANN_RPT/HISTANNR/2013/HINDUSTAN_AERONAUTICS_LTD-541154-MARCH-2013.PDF
HAL,Mar 2012,https://www.bseindia.com/HIS_ANN_RPT/HISTANNR/2012/HINDUSTAN_AERONAUTICS_LTD-541154-MARCH-2012.PDF
HAL,Mar 2011,https://www.bseindia.com/HIS_ANN_RPT/HISTANNR/2011/HINDUSTAN_AERONAUTICS_LTD-541154-MARCH-2011.PDF
HAL,Mar 2010,https://www.bseindia.com/HIS_ANN_RPT/HISTANNR/2010/HINDUSTAN_AERONAUTICS_LTD-541154-MARCH-2010.PDF
HAVELLS,Mar 2022,https://www.bseindia.com/bseplus/AnnualReport/517354/73180517354.pdf
HAVELLS,Mar 2021,https://www.bseindia.com/bseplus/AnnualReport/517354/68504517354_14_09_21.pdf
HAVELLS,Mar 2020,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540320.pdf
HAVELLS,Mar 2019,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540319.pdf
HAVELLS,Mar 2018,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540318.pdf
HAVELLS,Mar 2017,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540317.pdf
HAVELLS,Mar 2016,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540316.pdf
HAVELLS,Mar 2015,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540315.pdf
HAVELLS,Mar 2014,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540314.pdf
HAVELLS,Mar 2013,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540313.pdf
HAVELLS,Mar 2012,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540312.pdf
HAVELLS,Mar 2011,https://www.bseindia.com/bseplus/AnnualReport/517354/5173540311.pdf
HCLTECH,Mar 2024,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ea5d9753-2bef-4e01-a344-51e7f5506153.pdf
HCLTECH,Mar 2023,https://www.bseindia.com/xml-data/corpfiling/AttachHis//e7b8d757-92a5-423c-a450-3d4fb68e6b6e.pdf
HCLTECH,Mar 2022,https://www.bseindia.com/bseplus/AnnualReport/532281/73863532281.pdf
HCLTECH,Mar 2021,https://www.bseindia.com/bseplus/AnnualReport/532281/69289532281.pdf
HCLTECH,Mar 2020,https://www.bseindia.com/bseplus/AnnualReport/532281/66229532281.pdf
HCLTECH,Mar 2019,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810319.pdf
HCLTECH,Mar 2018,http://bseindia.com/bseplus/AnnualReport/532281/5322810318.pdf
HCLTECH,Mar 2017,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810317.pdf
HCLTECH,Mar 2016,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810316.pdf
HCLTECH,Mar 2015,https://www.bseindia.com/bseplus/AnnualReport/532281/5322810615.pdf
